Date	Segment	Country	Product	Discount Band	Units Sold	Manufacturing Price	Sale Price	Gross Sales	Discount Price	Net Sales	COGS	Profit	Discount Number	Discount %
44151	Government	United States of America	Paseo	None	1143	5	7	8001	0	8001	5715	2286	0	0
44152	Government	Canada	Paseo	None	1725	260	350	603750	0	603750	448500	155250	0	0
44153	Channel Partners	United States of America	Paseo	None	912	3	12	10944	0	10944	2736	8208	0	0
44154	Midmarket	Canada	Paseo	None	2152	10	15	32280	0	32280	21520	10760	0	0
44155	Government	Canada	Paseo	None	1817	10	20	36340	0	36340	18170	18170	0	0
44156	Government	Germany	Paseo	None	1513	260	350	529550	0	529550	393380	136170	0	0
44157	Government	Mexico	Velo	None	1493	5	7	10451	0	10451	7465	2986	0	0
44158	Enterprise	France	Velo	None	1804	120	125	225500	0	225500	216480	9020	0	0
44159	Channel Partners	Germany	Velo	None	2161	3	12	25932	0	25932	6483	19449	0	0
44160	Government	Germany	Velo	None	1006	260	350	352100	0	352100	261560	90540	0	0
44161	Channel Partners	Germany	Velo	None	1545	3	12	18540	0	18540	4635	13905	0	0
44162	Enterprise	United States of America	Velo	None	2821	120	125	352625	0	352625	338520	14105	0	0
44163	Enterprise	Canada	Velo	None	345	120	125	43125	0	43125	41400	1725	0	0
44164	Small Business	Canada	VTT	None	2001	250	300	600300	0	600300	500250	100050	0	0
44165	Channel Partners	Germany	VTT	None	2838	3	12	34056	0	34056	8514	25542	0	0
44166	Midmarket	France	VTT	None	2178	10	15	32670	0	32670	21780	10890	0	0
44167	Midmarket	Germany	VTT	None	888	10	15	13320	0	13320	8880	4440	0	0
44168	Government	France	VTT	None	1527	260	350	534450	0	534450	397020	137430	0	0
44169	Small Business	France	VTT	None	2151	250	300	645300	0	645300	537750	107550	0	0
44170	Government	Canada	VTT	None	1817	10	20	36340	0	36340	18170	18170	0	0
44171	Government	France	Amarilla	None	2750	260	350	962500	0	962500	715000	247500	0	0
44172	Channel Partners	United States of America	Amarilla	None	1953	3	12	23436	0	23436	5859	17577	0	0
44173	Enterprise	Germany	Amarilla	None	4219.5	120	125	527437.5	0	527437.5	506340	21097.5	0	0
44174	Government	France	Amarilla	None	1899	10	20	37980	0	37980	18990	18990	0	0
44175	Government	Germany	Amarilla	None	1686	5	7	11802	0	11802	8430	3372	0	0
44176	Channel Partners	United States of America	Amarilla	None	2141	3	12	25692	0	25692	6423	19269	0	0
44177	Government	United States of America	Amarilla	None	1143	5	7	8001	0	8001	5715	2286	0	0
44178	Midmarket	United States of America	Amarilla	None	615	10	15	9225	0	9225	6150	3075	0	0
44179	Channel Partners	Canada	Paseo	None	125	10	20	2500	0	2500	1250	1250	0	0
44180	Midmarket	France	Paseo	None	176	10	15	2640	0	2640	1760	880	0	0
44181	Enterprise	Germany	Paseo	None	227	3	12	2724	0	2724	681	2043	0	0
44182	Government	Mexico	Paseo	None	278	260	350	97300	0	97300	72280	25020	0	0
44183	Small Business	United States of America	Paseo	None	329	3	12	3948	0	3948	987	2961	0	0
44184	Channel Partners	Canada	Paseo	None	380	5	7	2660	0	2660	1900	760	0	0
44185	Midmarket	France	Paseo	None	431	10	15	6465	0	6465	4310	2155	0	0
44186	Enterprise	Germany	Paseo	None	482	250	300	144600	0	144600	120500	24100	0	0
44187	Government	Mexico	Paseo	None	533	10	15	7995	0	7995	5330	2665	0	0
44188	Small Business	United States of America	Paseo	None	584	5	7	4088	0	4088	2920	1168	0	0
44189	Channel Partners	Canada	Paseo	None	635	260	350	222250	0	222250	165100	57150	0	0
44190	Midmarket	United States of America	Paseo	None	686	3	12	8232	0	8232	2058	6174	0	0
44191	Enterprise	Germany	Paseo	None	737	10	15	11055	0	11055	7370	3685	0	0
44192	Small Business	Mexico	Paseo	None	788	10	20	15760	0	15760	7880	7880	0	0
44193	Small Business	United States of America	Paseo	None	839	260	350	293650	0	293650	218140	75510	0	0
44194	Government	Canada	Velo	None	890	5	7	6230	0	6230	4450	1780	0	0
44195	Midmarket	France	Velo	None	941	120	125	117625	0	117625	112920	4705	0	0
44196	Enterprise	Germany	Velo	None	992	3	12	11904	0	11904	2976	8928	0	0
